brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Regulated Outputs (#)","Description","VIN (Min) (V)","VIN (Max) (V)","VOUT (Min) (V)","VOUT (Max) (V)","Isw Limit(Typ)(A)","MaxDutyCycle","IOUT(max)(A)","Iq (Typ)(mA)","VFB(Typ)(V)","SwitchingFreq(Max)(kHz)","Common Features","Special Features","Control Mode","Package","Grade"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1492","http://www.monolithicpower.com/Products/Product-Detail?ProductID=182","http://new.zlgmcu.com/mps_datasheet/MP1492.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=431","MP1492","Active","","1.0","High Effeciency, Fast Transient, 2A, 16V Synchronous Step-down Converter with Programmable Frequency","4.2","16.0","0.805","13.0","3.0","","2.0","1.0","0.805","","Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38900","http://www.monolithicpower.com/Products/Product-Detail?ProductID=280","http://new.zlgmcu.com/mps_datasheet/MP38900.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=695","MP38900","Active","","1.0","Wide Vin 4.5-16V, 10A, COT Synchronous Step-Down Converter with OCP Latch Off and Soft SHDN, External Bias Needed","4.5","16.0","0.815","13.0","16.5","","10.0","0.04","0.815",""," Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2249","http://www.monolithicpower.com/Products/Product-Detail?ProductID=233","http://new.zlgmcu.com/mps_datasheet/MP2249.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=572","MP2249","Active","","1.0","1MHz, 6V, 3A, Low-Voltage Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","4.5","1.0","3.0","0.48","0.6","1000.0","Power Good,Light Load Efficiency,Sync Rectification","100% Duty Cycle,Output Discharge/Soft Stop","Current Mode","SOIC8E,TQFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2482","http://www.monolithicpower.com/Products/Product-Detail?ProductID=127","http://new.zlgmcu.com/mps_datasheet/MP2482.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=314","MP2482","Active","","1.0","5A, 30V, 420kHz Step-Down Converter","4.5","30.0","0.81","","7.5","0.9","5.0","0.9","0.808","420.0","Power Good","External Frequency Sync","Current Mode","SOIC8E,SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB639","http://www.monolithicpower.com/Products/Product-Detail?ProductID=344","http://new.zlgmcu.com/mps_datasheet/NB639.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=814","NB639","Active","","1.0","Wide Vin 4.5-28V, 8A, COT Synchronous Step-Down Converter, External Bias Needed","4.5","28.0","0.815","13.0","16.5","","8.0","0.04","0.815","","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28256","http://www.monolithicpower.com/Products/Product-Detail?ProductID=256","http://new.zlgmcu.com/mps_datasheet/MP28256.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=637","MP28256","NRFND","Refer to  MP2316.","1.0","21V, 3A, 500kHz Synchronous Step-down Converter","4.5","21.0","0.6","18.0","4.2","0.9","3.0","0.7","0.603","500.0","External Soft Start,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB649","http://www.monolithicpower.com/Products/Product-Detail?ProductID=346","http://new.zlgmcu.com/mps_datasheet/NB649.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1778","NB649","Active","","1.0","8A, 25V, 600kHz Synchronous Step-Down Converter with Integrated LDO","5.5","25.0","0.808","15.0","9.5","0.9","8.0","0.85","0.808","600.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN5x6-30","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8775","http://www.monolithicpower.com/Products/Product-Detail?ProductID=304","http://new.zlgmcu.com/mps_datasheet/MP8775.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1786","MP8775","Active","","1.0","Monolithic 5A/23V, 500kHz Synchronous Step-down Converter","4.5","23.0","0.8","","8.0","0.9","5.0","1.0","0.805","500.0","Power Good,Light Load Efficiency,Sync Rectification","","","SOIC8E,QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8726","http://www.monolithicpower.com/Products/Product-Detail?ProductID=299","http://new.zlgmcu.com/mps_datasheet/MP8726.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=742","MP8726","Active","","1.0","21V, 6A Peak Current, 500kHz Synchronous Step-down Converter","4.5","21.0","0.8","","7.0","0.9","6.0","0.7","0.805","500.0","Power Good,Sync Rectification","External Frequency Sync ","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2305S","http://www.monolithicpower.com/Products/Product-Detail?ProductID=237","http://new.zlgmcu.com/mps_datasheet/MP2305S.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1789","MP2305S","Active","","1.0","2A, 23V Synchronous Rectified Step-Down Converter","4.75","23.0","0.923","20.0","4.1","0.9","2.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2499","http://www.monolithicpower.com/Products/Product-Detail?ProductID=138","http://new.zlgmcu.com/mps_datasheet/MP2499.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=347","MP2499","Active","","1.0","Integrated 100V Load Dump Protection 2A 100kHz Step-Down Regulator with Programmable Output Current","4.5","55.0","3.3","5.0","3.0","","2.0","0.5","0.8","100.0","External Soft Start","Programmable I-limit","Current Mode","SOIC16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB632","http://www.monolithicpower.com/Products/Product-Detail?ProductID=337","http://new.zlgmcu.com/mps_datasheet/NB632.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1784","NB632","Active","","1.0","High Effeciency 4A, 24V, 500kHz Synchronous Step-down Converter","4.5","24.0","0.805","","7.0","0.9","4.0","1.0","0.805","500.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB633","http://www.monolithicpower.com/Products/Product-Detail?ProductID=338","http://new.zlgmcu.com/mps_datasheet/NB633.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1783","NB633","Active","","1.0","High Effeciency 3A, 24V, 500kHz Synchronous Step-down Converter","4.5","24.0","0.805","","5.0","0.9","3.0","1.0","0.805","500.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB621","http://www.monolithicpower.com/Products/Product-Detail?ProductID=336","http://new.zlgmcu.com/mps_datasheet/NB621.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1785","NB621","Active","","1.0","8A, 25V, 600kHz Synchronous Step-Down Converter with Integrated LDO","5.5","25.0","0.808","15.0","9.5","0.9","8.0","1.3","0.808","600.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN4x5-28","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8773","http://www.monolithicpower.com/Products/Product-Detail?ProductID=303","http://new.zlgmcu.com/mps_datasheet/MP8773.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1787","MP8773","Active","","1.0","Monolithic 3A,23V, 500kHz Synchronous Step-down Converter","4.5","23.0","0.8","","4.5","0.9","3.0","1.0","0.805","500.0","Power Good,Light Load Efficiency,Sync Rectification","","","SOIC8E,QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB638","http://www.monolithicpower.com/Products/Product-Detail?ProductID=342","http://new.zlgmcu.com/mps_datasheet/NB638.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=2847","NB638","Active","","1.0","Wide Vin 4.5-28V, 7A, COT Synchronous Step-Down Converter with Internal Bias Supply, Ultr-Sonic Mode at Light Load","4.5","28.0","0.815","13.0","12.0","","7.0","0.5","0.815","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8736","http://www.monolithicpower.com/Products/Product-Detail?ProductID=300","http://new.zlgmcu.com/mps_datasheet/MP8736.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=745","MP8736","Active","","1.0","High Effeciency, Fast Transient, 6A, 19V Synchronous Buck Converter in a TinyQFN20 ( 3x4mm) Package","4.5","19.0","","","12.0","","6.0","0.5","0.815","2500.0"," Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop ,Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8718","http://www.monolithicpower.com/Products/Product-Detail?ProductID=297","http://new.zlgmcu.com/mps_datasheet/MP8718.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=736","MP8718","Active","","1.0","High Efficiency 4A, 21V, 500kHz Synchronous Step-down Converter","4.5","21.0","0.8","","6.1","0.9","4.0","0.7","0.805","500.0","Sync Rectification","External Frequency Sync","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8716","http://www.monolithicpower.com/Products/Product-Detail?ProductID=296","http://new.zlgmcu.com/mps_datasheet/MP8716.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=733","MP8716","Active","","1.0","High Efficiency 3A, 21V, 500kHz Synchronous Step-down Converter","4.5","21.0","0.8","","6.1","0.9","3.0","0.7","0.805","500.0","Sync Rectification","External Frequency Sync","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4460","http://www.monolithicpower.com/Products/Product-Detail?ProductID=164","http://new.zlgmcu.com/mps_datasheet/MPQ4460.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=403","MPQ4460","Active","","1.0","2.5A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","3.5","","2.5","0.12","0.8","4000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB648","http://www.monolithicpower.com/Products/Product-Detail?ProductID=345","http://new.zlgmcu.com/mps_datasheet/NB648.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1779","NB648","Active","","1.0","High Effeciency 8A, 25V, 580kHz Synchronous Step-down Converter","4.5","25.0","0.808","15.0","9.5","0.9","8.0","0.7","0.808","580.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN5x6-30","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8619","http://www.monolithicpower.com/Products/Product-Detail?ProductID=287","http://new.zlgmcu.com/mps_datasheet/MP8619.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1788","MP8619","Active","","1.0","8A, 25V, 600kHz Synchronous Step-down Converter","4.5","25.0","0.8","15.0","9.5","0.9","8.0","0.7","0.808","600.0","Power Good,Sync Rectification","External Frequency Sync","","QFN5x6-30","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP9403","http://www.monolithicpower.com/Products/Product-Detail?ProductID=309","http://new.zlgmcu.com/mps_datasheet/MP9403.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=762","MP9403","Active","","1.0","3A, 7V, 250kHz Integrated Synchronous Step-Down Converter","4.3","7.0","0.8","5.5","4.3","0.9","3.0","1.45","0.8","250.0","External Soft Start,Sync Rectification","","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4459","http://www.monolithicpower.com/Products/Product-Detail?ProductID=163","http://new.zlgmcu.com/mps_datasheet/MPQ4459.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=401","MPQ4459","Active","","1.0","1.5A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","2.5","","1.5","0.12","0.8","4000.0","Light Load Efficiency","Programmable Frequency","Current Mode","TQFN3x3-10","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4458","http://www.monolithicpower.com/Products/Product-Detail?ProductID=162","http://new.zlgmcu.com/mps_datasheet/MPQ4458.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=399","MPQ4458","Active","","1.0","1A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","1.8","","1.0","0.12","0.8","4000.0","Light Load Efficiency","Programmable Frequency","Current Mode","TQFN3x3-10","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2494","http://www.monolithicpower.com/Products/Product-Detail?ProductID=131","http://new.zlgmcu.com/mps_datasheet/MP2494.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=326","MP2494","Active","","1.0","2A, 55V, 100kHz Step-Down Converter","4.5","55.0","0.8","15.0","3.5","","2.0","0.5","0.8","100.0","External Soft Start","","","SOIC8,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2492","http://www.monolithicpower.com/Products/Product-Detail?ProductID=129","http://new.zlgmcu.com/mps_datasheet/MP2492.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=320","MP2492","Active","","1.0","2A, 55V, 100KHz Step-Down Converter with Programmable Output Current Limit","4.5","55.0","0.8","15.0","3.5","0.89","2.0","0.5","0.8","100.0","Power Good,External Soft Start","Programmable I-limit","Current Mode","SOIC8E,QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1586","http://www.monolithicpower.com/Products/Product-Detail?ProductID=102","http://new.zlgmcu.com/mps_datasheet/MP1586.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=243","MP1586","Active","","1.0","3A,  28V,50KHz to 400KHz Step-Down Converter","4.5","28.0","0.8","25.0","4.7","","3.0","0.115","0.8","400.0","","Programmable Frequency","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8709","http://www.monolithicpower.com/Products/Product-Detail?ProductID=294","http://new.zlgmcu.com/mps_datasheet/MP8709.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=728","MP8709","Active","","1.0","High Efficiency 4A, 21V, 500kHz Synchronous Step-down Converter","4.5","21.0","0.8","","6.1","0.9","4.0","0.7","0.805","500.0","Power Good,Sync Rectification","External Frequency Sync","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2136","http://www.monolithicpower.com/Products/Product-Detail?ProductID=212","http://new.zlgmcu.com/mps_datasheet/MP2136.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=516","MP2136","Active","","1.0","2.5V to 6V Input, 2MHz, 1A Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.5","1.0","1.0","0.35","0.594","2000.0","Sync Rectification","100% Duty Cycle","Current Mode","QFN2x2-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB619","http://www.monolithicpower.com/Products/Product-Detail?ProductID=335","http://new.zlgmcu.com/mps_datasheet/NB619.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1994","NB619","Active","","1.0","7A, 25V, 580KHz Step-Down Converter with Synchronizable Gate Driver","4.5","25.0","0.808","15.0","9.5","0.9","7.0","0.7","0.808","580.0","Power Good,Light Load Efficiency,Sync Rectification","External Frequency Sync","","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28119","http://www.monolithicpower.com/Products/Product-Detail?ProductID=247","http://new.zlgmcu.com/mps_datasheet/MP28119.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=610","MP28119","Active","","1.0","Ultra-smal 1.7MHz, 600mA, 1.0V and 1.2V Fixed Out-put Versions, Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.6","1.0","0.6","0.4","0.6","1700.0","Sync Rectification","Fixed Output,100% Duty Cycle,Output Discharge/Soft Stop","Current Mode","QFN2x2-8","Catalog"
